CRN,DRINKING_D,COLLISION_,FATAL_OR_M,OVERTURNED,CELL_PHONE,SPEEDING,AGGRESSIVE,DRIVER1617,DRIVER65PLUS,AREAKEY,PCTBACHMOR,MEDHHINC
200804446,0,1,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200805089,0,4,1,0,0,0,1,0,1,421010001004,45.00000000000,26875.00000000000
200805734,0,8,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200805926,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200805927,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200805964,1,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200807192,0,1,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200807264,0,5,1,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200808113,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200809492,0,4,0,0,0,0,0,0,1,421010001004,45.00000000000,26875.00000000000
200809492,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200809818,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200810847,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200811861,0,5,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200811864,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200811906,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200811932,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200812021,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200812063,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200812090,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200812280,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200900202,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200900214,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200902511,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200903045,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200903045,0,1,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200903113,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200903909,0,4,0,0,0,0,0,0,1,421010001004,45.00000000000,26875.00000000000
200903927,0,8,1,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200903927,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200904438,0,1,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200904484,0,7,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200904741,0,5,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200904746,0,5,0,0,0,0,1,0,1,421010001004,45.00000000000,26875.00000000000
200904985,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200905045,0,1,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200905445,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200906383,1,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200906579,0,7,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200906711,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200906745,0,1,0,0,0,1,1,0,0,421010001004,45.00000000000,26875.00000000000
200906751,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200906751,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200907614,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200907910,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200907951,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
200908426,0,6,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200910070,0,4,0,0,0,0,1,0,1,421010001004,45.00000000000,26875.00000000000
200911161,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200912058,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200912060,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
200912447,0,4,0,0,0,0,0,1,0,421010001004,45.00000000000,26875.00000000000
201000356,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201000617,0,4,0,0,0,0,0,0,1,421010001004,45.00000000000,26875.00000000000
201001997,0,0,0,1,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201002163,1,4,0,0,0,1,1,0,0,421010001004,45.00000000000,26875.00000000000
201003865,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201003880,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201004507,0,1,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201004892,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201006376,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201006998,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201007001,0,1,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201007006,0,1,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201007466,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201008191,0,5,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201009411,0,4,0,0,0,0,0,0,1,421010001004,45.00000000000,26875.00000000000
201010302,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201011079,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201011079,0,1,0,0,1,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201011379,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201011769,0,8,1,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201011780,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201012265,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201100090,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201102572,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201101586,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201101893,1,2,0,0,0,1,1,0,0,421010001004,45.00000000000,26875.00000000000
201102033,0,7,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201104451,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201105435,0,4,0,0,0,0,1,0,1,421010001004,45.00000000000,26875.00000000000
201106177,0,8,0,0,0,0,0,0,1,421010001004,45.00000000000,26875.00000000000
201106404,0,1,0,0,0,0,0,0,1,421010001004,45.00000000000,26875.00000000000
201106586,0,7,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201107315,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201107567,0,1,1,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201107567,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201108251,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201108342,0,8,1,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201109548,0,1,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201109807,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201110611,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201110893,0,8,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201111227,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201202259,0,7,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201201939,0,7,0,0,0,1,1,0,0,421010001004,45.00000000000,26875.00000000000
201202258,0,2,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201202812,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201204433,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201205529,1,7,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201206391,1,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201208086,0,1,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201208800,0,8,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201208826,0,1,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201209534,0,1,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201209605,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201209897,0,5,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201210398,0,5,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201210968,0,2,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201211161,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201211485,0,4,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201211487,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201211487,0,1,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201212237,0,4,0,0,0,0,1,0,0,421010001004,45.00000000000,26875.00000000000
201212237,0,0,0,0,0,0,0,0,0,421010001004,45.00000000000,26875.00000000000
201212819,0,8,0,0,0,0,1,0,1,421010001004,45.00000000000,26875.00000000000
200802950,0,8,0,0,0,1,1,0,0,421010001005,64.35640000000,49375.00000000000
200806117,1,1,1,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200809483,0,5,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200809818,0,4,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200809927,1,4,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200810865,1,2,0,0,0,1,1,0,0,421010001005,64.35640000000,49375.00000000000
200811921,0,6,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200812273,0,8,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200813450,0,4,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200904447,1,5,0,0,0,0,1,0,0,421010001005,64.35640000000,49375.00000000000
200904957,1,1,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200908593,1,5,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
200909297,0,8,0,0,0,0,1,0,0,421010001005,64.35640000000,49375.00000000000
201003932,0,4,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201006989,0,4,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201006991,0,4,0,0,0,0,1,0,0,421010001005,64.35640000000,49375.00000000000
201008416,0,7,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201010507,0,6,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201103137,0,1,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201103842,1,4,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201107566,0,4,0,0,0,0,1,0,0,421010001005,64.35640000000,49375.00000000000
201108251,0,1,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201109974,0,5,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201110611,0,4,0,0,0,0,1,0,0,421010001005,64.35640000000,49375.00000000000
201113287,0,8,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201200493,0,8,0,0,0,1,1,0,0,421010001005,64.35640000000,49375.00000000000
201200998,0,4,0,0,0,0,1,0,0,421010001005,64.35640000000,49375.00000000000
201202605,0,8,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201203306,0,4,0,0,0,0,1,0,0,421010001005,64.35640000000,49375.00000000000
201207821,0,4,0,0,0,0,0,0,0,421010001005,64.35640000000,49375.00000000000
201208378,0,9,0,0,0,0,1,0,0,421010001005,64.35640000000,49375.00000000000
200802916,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200802916,0,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200804707,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200804750,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200804934,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200804986,0,1,0,0,0,0,1,0,1,421010002002,13.06900000000,9432.00000000000
200808326,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200808519,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200809474,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200810057,0,4,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200810864,0,4,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200811855,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200811864,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200811966,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200811967,0,5,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200812111,0,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200812740,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200813417,0,7,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200900101,0,8,0,0,0,0,0,0,1,421010002002,13.06900000000,9432.00000000000
200900707,0,7,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200903663,0,4,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200900766,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200902322,0,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200902387,0,0,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200902610,0,2,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200902691,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200903966,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200904029,0,1,0,0,0,0,1,0,1,421010002002,13.06900000000,9432.00000000000
200904447,0,4,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200905626,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200905828,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200905829,0,7,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200905860,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200905889,0,8,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200906546,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200907989,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200908023,0,5,0,0,0,1,1,0,1,421010002002,13.06900000000,9432.00000000000
200908405,1,7,1,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200909012,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200909778,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200909961,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200910593,0,4,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200911154,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200912061,0,5,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200912071,0,7,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200912274,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
200912450,0,8,0,0,0,0,1,0,1,421010002002,13.06900000000,9432.00000000000
200912559,0,7,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
200913345,0,4,0,1,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201000184,0,0,0,1,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201000227,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201000464,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201001120,1,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201001432,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201002814,0,8,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201002826,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201002826,0,4,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201003132,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201003409,0,5,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201003689,0,5,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201003900,0,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201003932,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201004295,0,1,0,0,0,0,1,0,1,421010002002,13.06900000000,9432.00000000000
201004892,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201005054,0,1,0,0,0,0,0,0,1,421010002002,13.06900000000,9432.00000000000
201005496,0,7,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201005680,0,7,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201005901,0,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201005934,0,5,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201006927,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201007300,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201008702,0,5,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201008755,0,5,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201009387,0,8,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201010254,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201010498,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201011330,0,4,0,0,0,0,0,0,1,421010002002,13.06900000000,9432.00000000000
201011786,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201012256,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201012349,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201100833,0,8,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201100767,0,1,0,0,0,0,1,0,1,421010002002,13.06900000000,9432.00000000000
201101843,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201102304,0,4,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201102316,0,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201102743,0,1,0,0,0,0,1,0,1,421010002002,13.06900000000,9432.00000000000
201103550,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201104140,0,1,0,0,0,0,0,0,1,421010002002,13.06900000000,9432.00000000000
201104443,0,5,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201105117,1,7,1,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201105300,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201105302,0,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201105410,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201105791,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201106621,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201107169,0,5,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201107566,0,4,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201107566,0,4,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201108291,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201108730,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201109363,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201110619,0,5,0,1,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201110675,0,7,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201113242,0,5,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201200998,0,1,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201201005,0,7,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
201201241,0,1,0,0,0,0,1,0,0,421010002002,13.06900000000,9432.00000000000
201201994,0,8,0,0,0,0,0,0,0,421010002002,13.06900000000,9432.00000000000
